fcVjitaM3LY,17.17.11,"78557 and Proth Primes - Numberphile","Numberphile",28,"2017-11-13 12:13:36","numberphile|'prime numbers'|'proth prime'",181539,7193,74,642,"https://i.ytimg.com/vi/fcVjitaM3LY/default.jpg",False,False,False
6VhU_T463sU,17.17.11,"The Making of Hela's Headdress from Thor: Ragnarok","Tested",28,"2017-11-12 15:00:01","tested|'testedcom'|'designercon 2017'|'preview'|'toys'|'props'|'costumes'|'ironhead studio'|'marvel'|'thor'|'thor 3'|'thor ragnorok'|'thor ragnarok'|'hela'|'helmet'|'cosplay'|'headdress'|'costume'",336398,4447,179,265,"https://i.ytimg.com/vi/6VhU_T463sU/default.jpg",False,False,False
eijd-yjXY9E,17.17.11,"Apple iPhone X - One Week Later","Mark Linsangan",28,"2017-11-13 15:00:03","iPhone X|'Apple iPhone X'|'iPhone X One Week Later'|'iPhone X Accessories'|'iPhone X Real Review'|'iPhone X Overview'|'iPhone X Space Gray'|'iPhone X Cases'|'FCPX'|'Apple'|'iPhone X vs iPhone 8'|'Best iPhone 2018'|'iPhone X vs Galaxy Note 8'|'dbrand'|'Google Pixel XL 2 vs iPhone X'|'Animoji'|'Portrait Mode'",9747,447,14,81,"https://i.ytimg.com/vi/eijd-yjXY9E/default.jpg",False,False,False
9Th4qTv-4jE,17.17.11,"dapulse is now monday.com. And there's a good reason why.","monday.com, formerly dapulse",28,"2017-11-13 08:38:48","dapulse|'monday.com'|'monday'|'project management'",6247,22,0,2,"https://i.ytimg.com/vi/9Th4qTv-4jE/default.jpg",False,False,False
fRj34o4hN4I,17.18.11,"What's new, Atlas?","BostonDynamics",28,"2017-11-16 21:12:25","Robotics|'Humanoid Robots'|'Legged Locomotion'|'Dynamic robots'|'Boston Dynamics'",6451949,150015,2976,26863,"https://i.ytimg.com/vi/fRj34o4hN4I/default.jpg",False,False,False
qS6LoRYUdhw,17.18.11,"What Is The Most Dangerous Drug In The World? ft. In A Nutshell (Kurzgesagt)","AsapSCIENCE",28,"2017-11-16 17:38:54","Most dangerous drug|'Most lethal drug'|'Is alcohol dangeorus'|'science of drugs'|'war on drugs'|'your brain on drugs'|'your brain on heroin'|'is heroin the most dangerous drug'|'fentanyl'|'opioid crisis'|'is alcohol bad for you'|'alcohol poisoning'|'harm reduction'|'drug related crime'|'what drugs are legal'|'how to assess risk'|'why are drugs addictive'|'what are drugs'|'ld50'|'prescription drugs'|'lil peep'|'drug overdose'",803168,35094,489,3320,"https://i.ytimg.com/vi/qS6LoRYUdhw/default.jpg",False,False,False
Lxet1zLBTM8,17.18.11,"Top 5 OnePlus 5T Features!","Marques Brownlee",28,"2017-11-16 17:36:14","OnePlus 5T|'OnePlus 5T preview'|'OnePlus 5T review'|'OnePlus 5T features'|'OnePlus'|'5T'|'OnePlus 6'|'MKBHD'|'OnePlus 5T vs'|'camera'|'OnePlus camera'|'OnePlus 5T camera'",1666003,61821,1055,6597,"https://i.ytimg.com/vi/Lxet1zLBTM8/default.jpg",False,False,False
mZpGOQ7tBKE,17.18.11,"Google Pixel Buds review","The Verge",28,"2017-11-16 13:00:03","pixel buds|'google pixel buds'|'google pixel buds review'|'wireless earbuds'|'review'|'google assistant'|'airpods'|'translate'|'translation'|'the verge'|'verge'|'sean o'kane'|'google'",291603,6006,353,700,"https://i.ytimg.com/vi/mZpGOQ7tBKE/default.jpg",False,False,False
DhwwTxTh5To,17.18.11,"Is the Surface Book 2 a MacBook Pro Killer?","Austin Evans",28,"2017-11-16 14:01:40","surface book|'surface book 2'|'microsoft surface book 2'|'microsoft surface book'|'surface'|'microsoft surface'|'macbook'|'macbook pro'|'surface book 2 review'|'new surface book'|'new surface'|'microsoft'|'windows 10'|'apple'|'laptop'|'tablet'|'review'|'windows'|'tech'|'austin evans'",372468,13355,803,2119,"https://i.ytimg.com/vi/DhwwTxTh5To/default.jpg",False,False,False
9pbCuFxRuqs,17.18.11,"The truth about the Apple iPhone X - Review!","Jonathan Morrison",28,"2017-11-16 02:34:28","iPhone X Review|'iPhone 10 Review'|'iPhone 10'|'iphone x'|'iphone x unboxing'|'iphone x review'|'unboxing'|'review'|'iphone 2017'|'apple iphone x'|'iphone x hands on'|'iphone x vs'|'iphone x vs iphone 8'|'2017'|'apple'|'iphone x specs'|'new iphone'|'iphone 10'|'iphone'|'animoji'|'iphone 10 review'|'iphone x vs 8'|'face id'|'smartphone'|'iPhone X Camera'|'iphone x vs iphone 8 plus'|'iphone ten'",578964,22898,1192,3391,"https://i.ytimg.com/vi/9pbCuFxRuqs/default.jpg",False,False,False
